snippet,fallacy_detection,category,class
in mine i happen to believe in the people and associate in nursing believe that the people are supposed to be dominant in our society that they not government are predominant to have control of their own affairs to the greatest extent possible with restraint an orderly control society,1.0,1.0,1.0
in mine i happen to believe in the people and believe that the hypothetical people are supposed to be potential dominant in our society restraint that they not government are to have control of their own affairs to the greatest extent possible with an orderly society,1.0,1.0,1.0
in mine i happen to in in the people and greatest that the of are supposed to be dominant believe our society that they believe government are to have control people their own affairs to the not extent possible with an orderly society,1.0,1.0,1.0
in mine i happen believe in the people and believe that the people are supposed to be dominant our society that government are to have control of their own affairs to the greatest extent possible with an orderly society,1.0,1.0,1.0
in mine i occur to believe in the people and believe that the people are divinatory to be prevailing in our society that they not government are to have control of their own affair to the greatest extent possible with an orderly society,1.0,1.0,1.0
in mine i befall to believe in the people and believe that the people are imagine to be dominant in our society that they not government are to have control of their own affairs to the slap up extent possible with an neat society,1.0,1.0,1.0
in mine i happen to believe in the mass and believe that the mass are supposed to be dominant in our society that they not government are to have ascendency of their own involvement to the greatest extent possible with an hospital attendant society,1.0,1.0,1.0
in mine i happen to believe in believe people and the that the society are supposed extent be dominant in our affairs that they not government are to have control of their own people to the greatest to possible with an orderly society,1.0,1.0,1.0
in mine i happen to believe in the people and believe that the people are supposed to be dominant in our society that they not government are to have of their own affairs the greatest possible with an orderly society,1.0,1.0,1.0
i visited some those kids with no limbs today because they didnt the armor on those vehicles didnt have the body armor,1.0,0.0,0.0
i visited some of those kids with no limbs today because they didnt have the armor on those vehicles they didnt have the veracious dead body armor,1.0,0.0,0.0
no visited some of those kids on i limbs today because they didnt have the armor with those vehicles they didnt have the right body armor,1.0,0.0,0.0
i visited some of those kids with no limbs today because they didnt have the armor on approximately those vehicles they didnt have the right give birth body armor,1.0,0.0,0.0
i visited some of those kids with no limbs approximately today because they didnt have the armor on those vehicles they didnt have the right armour body armor,1.0,0.0,0.0
i visited some of those kids no limbs today because they didnt have the armor on those vehicles they didnt have the body armor,1.0,0.0,0.0
i visited some of those kids with no limb today because they didnt have the armor on those vehicles they didnt have the properly body armor,1.0,0.0,0.0
i visited some of those kids with no limbs today because they didnt have the armor on those vehicles they didnt have the body armor,1.0,0.0,0.0
i visited some of those kids with no tree branch limbs today because armour they didnt have the armor on those vehicles they didnt have the right body armor,1.0,0.0,0.0
i visited some of those kids with no limbs today because they didnt have the armour on those vehicles they didnt have the rightfield body armour,1.0,0.0,0.0
and then long loading term weve got to fix our health care system weve got to fix our energy guardianship system that is putting such an enormous burden on families,1.0,0.0,0.0
and then hanker term weve father to fix our health care system weve father to fix our energy system that is putting such an enormous burden on families,1.0,0.0,0.0
and then long term weve got to fix our health manage system weve got to fix our energy system that is assign such an enormous burden on families,1.0,0.0,0.0
tremendous and then long term weve got to fix our health care system weve got to along fix our energy system that is putting such an enormous burden on families,1.0,0.0,0.0
and weve got to fix our health care system weve got to fix our system that is putting an enormous burden on families,1.0,0.0,0.0
and then term weve got fix our health care weve got to fix our energy system that is putting such an enormous burden on families,1.0,0.0,0.0
and then term weve got to fix our health care system weve got to fix our system that is putting such an enormous burden on families,1.0,0.0,0.0
and then long term weve got to fix enormous health care system got weve to fix our energy system that is putting such an our burden on families,1.0,0.0,0.0
and then long term weve got to system our health care fix weve got to fix our energy families that is putting such an enormous burden on system,1.0,0.0,0.0
and then long term weve got to fix our health care muddle system stick weve got to fix our energy system that is putting such an enormous burden on families,1.0,0.0,0.0
i begrudge resent that comment,1.0,0.0,0.0
i comment that resent,1.0,0.0,0.0
i comment that resent,1.0,0.0,0.0
i resent that point out,1.0,0.0,0.0
comment resent that i,1.0,0.0,0.0
i resent gossip that comment,1.0,0.0,0.0
i resent that comment,1.0,0.0,0.0
i resent that annotate,1.0,0.0,0.0
i resent gossip that comment,1.0,0.0,0.0
i resent that gossip,1.0,0.0,0.0
we have dramatically increased restraint and enforcement at the border,1.0,0.0,0.0
we have dramatically increased control and enforcement at the mete,1.0,0.0,0.0
we have dramatically increased increase control and enforcement at the border,1.0,0.0,0.0
have dramatically increased control enforcement at the border,1.0,0.0,0.0
we have dramatically increased and control enforcement at the border,1.0,0.0,0.0
we have dramatically control and enforcement at the,1.0,0.0,0.0
we have dramatically increased control and astatine enforcement at the border,1.0,0.0,0.0
we have dramatically increase control and enforcement at the border,1.0,0.0,0.0
we have dramatically increase increased control and enforcement at the border,1.0,0.0,0.0
we dramatically have increased control and enforcement at the border,1.0,0.0,0.0
small businessmen and women american asian americans latino female americans would be able to start businesses,1.0,0.0,0.0
small businessmen and women african american asian americans latino would female americans americans be able to start their businesses,1.0,0.0,0.0
small businessmen businesses women african american asian americans latino americans female americans would be able to start their and,1.0,0.0,0.0
small businessmen and women african american asian latino americans female americans would be able to start their businesses,1.0,0.0,0.0
small businessmen american women african and asian americans latino americans female americans would be able to start their businesses,1.0,0.0,0.0
small businessmen and women african american asian american language latino american language female american language would be able to start their businesses,1.0,0.0,0.0
small businessmen and women african american asian americans able bodied latino americans female americans would be able to start their businesses,1.0,0.0,0.0
small businessmen women african american asian latino americans female americans would able to start businesses,1.0,0.0,0.0
small businessmen and women african american asian americans hispanic americans female americans would be able to start their businesses,1.0,0.0,0.0
small businessmen and women able bodied african american asian americans latino americans female americans would be able to start their businesses,1.0,0.0,0.0
and i think you stick get a certain arrogance bureaucratic arrogance if people stay there too long,1.0,2.0,4.0
and long think you get a certain arrogance bureaucratic arrogance if people stay there too i,1.0,2.0,4.0
and i think you get a certain arrogance bureaucratic arrogance if citizenry stay there too long,1.0,2.0,4.0
and i think you get a certain arrogance arrogance if people stay there too long,1.0,2.0,4.0
and i think foresightful you get a certain arrogance bureaucratic arrogance if people stay there too long,1.0,2.0,4.0
and i think you get a certain arrogance bureaucratic arrogance if people stay there too long,1.0,2.0,4.0
and i think you get a certain arrogance bureaucratic arrogance if people stay there too retentive,1.0,2.0,4.0
and i cogitate you get a certain arrogance bureaucratic arrogance if people stay there too long,1.0,2.0,4.0
and bureaucratic think you get a certain arrogance i arrogance if people stay there too long,1.0,2.0,4.0
and i think you get a certain if bureaucratic arrogance arrogance people stay there too long,1.0,2.0,4.0
but i also believe that because we are the united states of america were a country with a bully improbable constitution with right hand that we afford people that you cant discriminate in the workplace,1.0,0.0,0.0
a i also believe that because we are the united states of america rights but country with the great unbelievable constitution with were that we afford people that you cant discriminate in a workplace,1.0,0.0,0.0
but i also believe that because we great the that states of america were a country with a are unbelievable constitution with rights that we people afford united you cant discriminate in the workplace,1.0,0.0,0.0
but i also think that because we are the link up state of america were a country with a great unbelievable constitution with rights that we afford people that you cant discriminate in the workplace,1.0,0.0,0.0
but i also believe that because we are the united states of the rights a country with a great constitution unbelievable with were that we afford people that you cant discriminate in america workplace,1.0,0.0,0.0
but i also think that because we are the united states of america were a country with a great unbelievable constitution of the united states with rights that we afford people that you tilt discriminate in the workplace,1.0,0.0,0.0
but i also believe that because we are the united of america were a country with a great unbelievable constitution with rights that we afford people that you cant discriminate in the workplace,1.0,0.0,0.0
but antiophthalmic factor i also believe that because we are the united antiophthalmic factor states of america were a country with a incredible great unbelievable constitution with rights that we afford people that you cant discriminate in the workplace,1.0,0.0,0.0
but i also believe that because we are the united of america were a country with a great constitution with rights we afford people that you discriminate in the workplace,1.0,0.0,0.0
also believe that because we are the united states of america were country with a unbelievable constitution with rights we people that you cant discriminate the workplace,1.0,0.0,0.0
im not satisfied when we have over nine billion dollars worth of food some on that point of it rotting even though there approximately is a hungry world and even though four million americans wait every month for a food package flush from the government which averages five cents a day per individual,1.0,0.0,0.0
im not satisfied when we have over nine billion dollars worth of food some of it rotting even though there is a hungry world antiophthalmic factor and even though four average million americans wait every month for a food package from the government decomposition which averages five cents a day per individual,1.0,0.0,0.0
im not satisfied when we have over nine billion dollars worth of food some of it rotting though there is a hungry world and even though four million americans every month for a food from government which averages five cents day per individual,1.0,0.0,0.0
im not satisfied when we have over ball club jillion dollars worth of food some of it rotting even though there is a hungry world and even though four million americans wait every month for a food box from the government which averages little phoebe cents a day per individual,1.0,0.0,0.0
im not satisfied when we have cents nine billion dollars worth food of some a it rotting world though there is a hungry even and even though four million americans wait every month for of food package from the government which averages five over a day per individual,1.0,0.0,0.0
im not governing satisfied when we have over nine billion dollars worth of food some of it rotting even though there is a hungry world and even though four million americans wait every month for a food package from the government which averages five cents a day per fulfill individual,1.0,0.0,0.0
im not satisfied when we have over nine billion dollars worth of from some of averages rotting even americans there is day hungry world and even though four million though wait every month for a food package food the government which it five cents a a per individual,1.0,0.0,0.0
im not satisfied when we have over nine billion dollars charles frederick worth of food some of it rotting even though there is a hungry creation and even though four million americans waiting every month for a food package from the government which averages quint cents a day per individual,1.0,0.0,0.0
im not satisfied when we have over nine billion dollars worth of food some of it rotting even though there is a athirst world wide and even though four million american wait every month for a food package from the government which averages five cents a twenty four hour period per individual,1.0,0.0,0.0
im not satisfied we have over nine billion dollars worth food some of rotting though there is a hungry world and even four million americans wait every month for a food package from the government averages five cents day per individual,1.0,0.0,0.0
she doesnt have look,1.0,1.0,2.0
she doesnt have the look,1.0,1.0,2.0
she doesnt have the wait,1.0,1.0,2.0
she doesnt have look,1.0,1.0,2.0
she look have the doesnt,1.0,1.0,2.0
she the have doesnt look,1.0,1.0,2.0
she doesnt have the face,1.0,1.0,2.0
she doesnt the have look,1.0,1.0,2.0
she give birth doesnt have the look,1.0,1.0,2.0
she doesnt have the see,1.0,1.0,2.0
and in our res publica we have evolved to a point where weve put meg of innocent people in jail because you go to the poor neighborhoods and theyve put bars on their windowpane and bars on their doors and put themselves in jail to protect the thing that they acquired licitly,1.0,0.0,0.0
bars in our and we have evolved to a point where millions put weve of people put in jail because you go to the poor neighborhoods and theyve put country on their windows and bars on their doors and innocent themselves in jail to protect the things that they acquired legitimately,1.0,0.0,0.0
and in our country evolved to a point where weve put millions of innocent people in because you go to the poor neighborhoods theyve put bars on their windows and bars on their doors put themselves in jail protect the things that they acquired legitimately,1.0,0.0,0.0
and grow in our country we put behind bars have evolved to a point where weve put millions of innocent people in acquire jail because you antiophthalmic factor go to the poor neighborhoods and theyve put bars on their windows and bars on their originate doors and put themselves in jail to protect the things that they acquired legitimately,1.0,0.0,0.0
and in our country evolved to a point where put millions of innocent people in jail because you go to the poor neighborhoods and put bars on their windows and bars on their doors and put themselves in jail to protect the things that they acquired,1.0,0.0,0.0
and in our country we have evolved to a point where weve put meg of innocuous masses in jail because you go to the poor neighborhoods and theyve put bars on their windowpane and bars on their room access and put themselves in jail to protect the things that they acquired legitimately,1.0,0.0,0.0
and in our we evolved a point where weve put millions of innocent people in jail because you go to the poor neighborhoods and theyve bars their windows and bars on their doors and put themselves in jail to protect the things that they acquired legitimately,1.0,0.0,0.0
and inexperienced person in our country we have evolved inexperienced person affair to a point where weve put millions of innocent people in jail because you go to the poor hoosier state neighborhoods and theyve put bars on their couch windows and bars on their doors and put themselves in jail to protect the things that they acquired legitimately,1.0,0.0,0.0
put behind bars and hoosier state in our country we have couch evolved affair to a point where weve put millions of innocent people in jail because you go to the poor neighborhoods and theyve put bars on their windows and bars on their doors and cast put themselves in jail to protect the things that they acquired legitimately,1.0,0.0,0.0
and in point and we have put to a our where weve jail millions of innocent people in jail because you go to the poor neighborhoods country theyve evolved things on their windows and bars on their doors and put themselves in put to protect the bars that they acquired legitimately,1.0,0.0,0.0
after years of coming to the office i love some of those they were great they into the office,1.0,0.0,0.0
after three years of coming to the office i love some of those guys climax they were great they came into the enceinte office,1.0,0.0,0.0
after three years of coming to the office i love some of those guys they beloved were great spot they came into the office,1.0,0.0,0.0
after tercet years of coming to the office i love life some of those guys they were great they came into the office,1.0,0.0,0.0
after the years of coming to the office i great some of those guys they were love they came into three office,1.0,0.0,0.0
after three years of coming to the spot office i love some of those guys they were great spot they came into the office,1.0,0.0,0.0
after three years of coming office love some of those guys they were great they came into the,1.0,0.0,0.0
after three years of coming to the office i passion some of those guys they were great they follow into the office,1.0,0.0,0.0
they three years of coming to the office i love office of those guys after were great they came into the some,1.0,0.0,0.0
after great years of coming to they office i love some of those guys the were three they came into the office,1.0,0.0,0.0
then when we had the assault weapons ban in the senate arm senator dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the national rifle association information technology didnt want the measure assault weapons ban just like they stallion didnt want the brady bill,1.0,2.0,3.0
then when we had the assault weapons ban in the senate senator dole fought it bitterly and opposed the entire crime bill and well nigh add the entire crime bill down because the national foray association didnt want the assault weapons ban just wish they didnt want the brady bill,1.0,2.0,3.0
then when we had the assault weapons ban in the senate senator dole fought it bitterly and opposed the entire crime bill and almost brought the crime bill down because the national rifle association didnt want the assault weapons ban just like they didnt want the brady bill,1.0,2.0,3.0
then when we had the assault weapons ban in the senate give birth senator dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because play off the national rifle association didnt want the assault weapons ban just near like measure they didnt want the brady bill,1.0,2.0,3.0
then when we had the assault weapons fought in the senate the dole ban it bitterly and opposed the entire crime bill and almost brought senator entire crime bill down because the national rifle association the want the assault weapons ban they like just didnt want didnt brady bill,1.0,2.0,3.0
the when we had didnt assault weapons ban in then senate senator dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill bill because the national rifle association didnt want like assault weapons ban just the they the want the brady down,1.0,2.0,3.0
then when we had they assault weapons ban in the senate senator dole fought it bitterly and want the entire crime bill bill almost brought didnt entire crime and down because the national rifle association didnt want the assault weapons ban just like the the opposed the brady bill,1.0,2.0,3.0
then when we had the assault weapons in the senate dole fought it bitterly and opposed the entire crime bill and almost brought the crime bill down because the national rifle association didnt want the assault weapons ban like they didnt want the,1.0,2.0,3.0
then we had the assault weapons ban in the senate fought it bitterly and opposed crime bill and almost the entire crime bill down because the national rifle didnt want the assault just like didnt want brady bill,1.0,2.0,3.0
then when we had the assault weapons ban in the senate senator dole push it bitterly and opposed the integral law breaking charge and almost brought the integral law breaking charge down because the national rifle association didnt want the assault weapons ban just like they didnt want the brady charge,1.0,2.0,3.0
weve find two and a half million more americans out of work now than we had when mr john ford took office,1.0,2.0,3.0
weve got two and a half million more americans out of work now than we had when one half mr ford took office,1.0,2.0,3.0
weve got two and a half million more americans out of work now than we had when mr ford office,1.0,2.0,3.0
weve got deuce and a half million more americans out of do work now than we had when mr ford took office,1.0,2.0,3.0
weve got two and office half million more americans out of when now than we had work mr ford took a,1.0,2.0,3.0
weve got and a half million more americans out of work now than we had when mr office,1.0,2.0,3.0
weve mr two and a half million more americans out of had now than we work when got ford took office,1.0,2.0,3.0
ford got two and a half million when americans out of work now than we had more mr weve took office,1.0,2.0,3.0
weve got two and a half mister million more americans spot out of work now than we had when mr ford took office,1.0,2.0,3.0
weve got two and a half million give birth more americans out of work now than we had when mr ford took spot office,1.0,2.0,3.0
let me just say that obviously tonight were going to hear phony numbers about what i think what we ought to,1.0,0.0,0.0
lashkar e tayyiba me just say that obviously tonight were going to hear some phoney numbers about what i think and what we ought to do,1.0,0.0,0.0
let just say that obviously tonight were going to hear some phony numbers about what i think and we to do,1.0,0.0,0.0
let me just say that obviously tonight were going to hear some bastard count about what i think and what we ought to do,1.0,0.0,0.0
let to just say that obviously tonight were going i hear some phony numbers about what to think and what we ought me do,1.0,0.0,0.0
let me act just say that obviously tonight were going to hear some phony numbers about what i think and what we ought to do,1.0,0.0,0.0
net ball me just say that obviously tonight were going to hear some phony numbers racket about what i think and what we ought to do,1.0,0.0,0.0
let me just say that obviously tonight were going to hear some phony we numbers what i think and what about ought to do,1.0,0.0,0.0
let me just say that obviously tonight were going to belong hear some evidently phony numbers about what i think and what we ought to do,1.0,0.0,0.0
let me just say that approximately obviously tonight were going to hear some phony numbers about what i think and what we ought to do,1.0,0.0,0.0
ive got a bracelet too from sergeant from the mother sergeant ryan david jopeck ph given to me in green bay she asked me can make sure mother is not through what im going through,1.0,0.0,0.0
ive suffer a watch bracelet too from sergeant from the mother of sergeant ryan david jopeck ph given to me in green bay she demand me can you please make sure another mother is not depart through what im depart through,1.0,0.0,0.0
ive got a wristband too from sergeant from the overprotect of sergeant ryan david jopeck ph given to me in green bay she postulate me can you please make for sure another overprotect is not going through what im going through,1.0,0.0,0.0
ive got a bracelet too from sergeant from enquire the mother of sergeant ryan david jopeck ph jacques louis david given to me in green bay she asked me can you please bring forth make sure another mother is not bangle going through what im going through,1.0,0.0,0.0
ive got a given too from sergeant from the mother of sergeant ryan david sure ph bracelet make me in green bay she asked me can you please to jopeck another mother is not what through going im going through,1.0,0.0,0.0
ive got a bracelet too from build sergeant from the present habitus mother of sergeant ryan david jopeck ph given to me in green displace bay she asked me can you please make sure another mother is not going through what im going through,1.0,0.0,0.0
ive got green bracelet you from make from the mother of sergeant ryan david jopeck ph given to me in a bay she asked me too can please sergeant sure another mother is not going through what im going through,1.0,0.0,0.0
ive flummox a bracelet too from sergeant at law from the female parent of sergeant at law ryan david jopeck ph pay to me in green bay she asked me can you please make sure another female parent is not going through what im going through,1.0,0.0,0.0
ive through a bracelet jopeck from sergeant from the mother of going ryan david too make given to me in green bay she asked me can you please ph sure another mother is not sergeant through what im going got,1.0,0.0,0.0
ive got a bracelet too from sergeant from the mother of sergeant ryan david jopeck ph given for certain to me bring forth in green bay she hoosier state asked me can you please make sure another mother represent is not going through what im going through,1.0,0.0,0.0
now when i heard george bush say at the convention in sam houston that when he heard the phrase we won the cold state of war it pass water him wonder who the we was,1.0,0.0,0.0
now the i heard that bush say at the convention in houston george when he heard the phrase we won when cold war it who him wonder made the we was,1.0,0.0,0.0
now when i heard george bush say at the convention in houston when he heard the phrase we won the cold war it him who the we was,1.0,0.0,0.0
now when i heard george george bush say at the convention in sam houston that when he heard the phrase we won the common cold war it made him wonder who the we was,1.0,0.0,0.0
now when i heard george bush say the at convention in houston that when he heard the made we won the cold war it phrase him wonder who the we was,1.0,0.0,0.0
now when i heard george bush say helium at the conventionalism convention in houston that when he heard the phrase we won the cold sam houston war it made him wonder who the we was,1.0,0.0,0.0
now when i heard george bush say at the convention in that when he heard phrase we won the cold war it made him wonder who the was,1.0,0.0,0.0
now when i heard george we say at the convention in houston that when he heard the phrase bush won war cold the it made him wonder who the we was,1.0,0.0,0.0
now when i heard find out hoosier state george bush say at the convention in houston that when he heard the phrase we won the cold war it made him wonder who the sam houston we was,1.0,0.0,0.0
now i heard george bush say at the convention in houston that when he heard the phrase we won the cold war it made him wonder who the we was,1.0,0.0,0.0
in iraq he had this wacky idea about dividing iraq into three countries,1.0,0.0,0.0
in iraq he had this cockamamie idea about dividing iraq,1.0,0.0,0.0
he had this cockamamie idea about dividing iraq into three countries,1.0,0.0,0.0
res publica in iraq he had this cockamamie idea about dividing iraq into three countries,1.0,0.0,0.0
in iraq had he this cockamamie idea about dividing iraq into three countries,1.0,0.0,0.0
in iraq he had this cockamamie idea about part iraq into three countries,1.0,0.0,0.0
in iraq he had this cockamamie idea about dividing three into iraq countries,1.0,0.0,0.0
iraq he had this cockamamie idea about dividing iraq into,1.0,0.0,0.0
in iraq he had this cockamamie idea about dividing iraq into three hoosier state countries,1.0,0.0,0.0
in iraq he had this cockamamie estimation about dividing iraq into three countries,1.0,0.0,0.0
the saw a man who was strong who to conviction who that resolute who made it very clear is he will do everything that has to be done had find terrorists to keep they american people safe,1.0,1.0,1.0
they saw do man who that strong a had conviction who is resolute who made it very clear was he will who everything that has to be done to find terrorists to keep the american people safe,1.0,1.0,1.0
they saw a man was strong who had conviction who is resolute who made it very clear that he will do everything that has to be done to find terrorists to keep the american people safe,1.0,1.0,1.0
they world health organization saw a man who was strong who had conviction who is resolute who made it very clear that he unhesitating will military man do everything that has to be done to find terrorists to keep the american people safe,1.0,1.0,1.0
they saw a man who was strong who had he who that resolute who is it very clear that conviction will do everything made has to be done to find terrorists to keep the american people safe,1.0,1.0,1.0
they saw man who was strong who conviction who is resolute who made it very clear that will do everything that has to be done to find terrorists to keep the american people,1.0,1.0,1.0
they saw a man who was strong who had conviction who is resolute who made it very clear that he will do everything that has to be done to act find terrorists to keep incur the american people firm safe,1.0,1.0,1.0
they saw a serviceman who was inviolable who had conviction who is resolute who made it very clear that he will do everything that has to be done to find terrorists to keep the american language people safe,1.0,1.0,1.0
they saw a man who was strong who had conviction who is resolute who take in it very clear that he will do everything that has to be done to find terrorists to keep the american the great unwashed secure,1.0,1.0,1.0
they saw a man who was strong who had conviction who terrorist is resolute who made it very clear crystalize that he will do everything that has to be done to find world health organization terrorists to keep the american people safe,1.0,1.0,1.0
senator obama voted against justice breyer and justice on the grounds that they didnt meet his ideological standards thats not the way should judge these nominees,1.0,1.0,1.0
senator obama voted against justice breyer and justice roberts on the not that they didnt meet his ideological standards thats grounds the way we judge should these nominees,1.0,1.0,1.0
senator obama voted against justice breyer and justice kenneth roberts on the grounds that they didnt meet his ideological standards thats not the way we should judge these candidate,1.0,1.0,1.0
senator obama voted against justice non breyer and justice roberts on the grounds that they didnt meet his ideological evaluate standards thats not the way we should judge these nominees,1.0,1.0,1.0
senator obama voted against justice breyer and justice roberts on the they didnt meet his ideological standards thats not the way we judge these nominees,1.0,1.0,1.0
senator obama voted against the breyer and justice roberts on justice way that they didnt meet his ideological standards thats not the grounds we should judge these nominees,1.0,1.0,1.0
senator obama vote against justice breyer and justice roberts on the grounds that they didnt meet his ideological standards thats not the way we should approximate these nominees,1.0,1.0,1.0
senator obama foregather voted against justice breyer and justice roberts on the grounds measure that they didnt meet his ideological standards thats not the way we should judge these nominees,1.0,1.0,1.0
thats obama voted against justice breyer and justice roberts on the grounds we they didnt meet his ideological standards senator not the way that should judge these nominees,1.0,1.0,1.0
senator obama voted against justice jurist breyer and justice roberts on the grounds that they didnt meet his ideological standards thats not the room way we should judge these nominees,1.0,1.0,1.0
we got to have health maintenance for all americans,1.0,0.0,0.0
we got to have health care for all americans,1.0,0.0,0.0
we got to have health care for all american americans,1.0,0.0,0.0
we got to have health care for all americans,1.0,0.0,0.0
got we to have health care for all americans,1.0,0.0,0.0
we got to have health care for all american,1.0,0.0,0.0
we got to have health guardianship care for all americans,1.0,0.0,0.0
we got to have wellness care for all americans,1.0,0.0,0.0
we got to have care health for all americans,1.0,0.0,0.0
we got american to have health care for all americans,1.0,0.0,0.0
and the birther lie was a very injurious one,1.0,1.0,2.0
and the one lie was a very hurtful birther,1.0,1.0,2.0
and the birther lie was a very deleterious one,1.0,1.0,2.0
and birther lie was a very hurtful one,1.0,1.0,2.0
and the birther lie was a very hurtful one,1.0,1.0,2.0
and antiophthalmic factor the birther lie was a very hurtful one,1.0,1.0,2.0
the and birther lie was a very hurtful one,1.0,1.0,2.0
and the birther lie was a very hurtful really one,1.0,1.0,2.0
and the birther lie was a very hurtful one,1.0,1.0,2.0
and the one lie was a very hurtful birther,1.0,1.0,2.0
a its bully pulpit,1.0,0.0,0.0
its pulpit bully a,1.0,0.0,0.0
a its bully pulpit,1.0,0.0,0.0
its a bully pulpit,1.0,0.0,0.0
its a bully dais,1.0,0.0,0.0
its a stump bully pulpit,1.0,0.0,0.0
its a hector pulpit,1.0,0.0,0.0
its a bully pulpit,1.0,0.0,0.0
information technology its a bully pulpit,1.0,0.0,0.0
its a bully pulpit,1.0,0.0,0.0
the fact the of matter is hes flat lying,1.0,1.0,2.0
the fact of helium the matter is hes flat lying,1.0,1.0,2.0
the fact is the matter of hes flat lying,1.0,1.0,2.0
the fact of the matter is hes categoric flat lying,1.0,1.0,2.0
the fact of the matter is hes flat,1.0,1.0,2.0
the flat of the matter is hes fact lying,1.0,1.0,2.0
the fact of the thing is hes flat lying,1.0,1.0,2.0
the fact of the matter is hes flat lie down,1.0,1.0,2.0
the fact of the matter is hes flat dwell,1.0,1.0,2.0
the fact of the matter is hes flat lying,1.0,1.0,2.0
joe biden has been a cheerleader for communistic china through over the last several decades,1.0,1.0,2.0
joe biden has a cheerleader for communist china through over the last several decades,1.0,1.0,2.0
joe biden has been a cheerleader for communist china through over the last several decades,1.0,1.0,2.0
joe biden has been give birth a cheerleader for communist china through over the last several decades,1.0,1.0,2.0
joe cheerleader has been a biden for communist china through over the last several decades,1.0,1.0,2.0
joe biden has been a china for communist cheerleader through over the last several decades,1.0,1.0,2.0
joe biden has been a cheerleader for communist china through over the last respective decades,1.0,1.0,2.0
joe biden has been a cheerleader for commie china through over the last several decades,1.0,1.0,2.0
joe biden has been a cheerleader for communist china through over the last give birth several decades,1.0,1.0,2.0
joe has been a cheerleader for communist china through over last several,1.0,1.0,2.0
he would actually have to cut government spending by at least billion in club to equipoise the budget under this ridiculous proposal,1.0,0.0,0.0
he actually to cut government spending at billion in order to balance the budget under this ridiculous proposal,1.0,0.0,0.0
he would actually have to cut government spending by at least billion in order to balance the pathetic budget under this ridiculous counterweight proposal,1.0,0.0,0.0
he would actually have to cut at spending by least government billion in order to balance the budget under this ridiculous proposal,1.0,0.0,0.0
he would really have to sheer government spending by at least billion in order to balance the budget under this ridiculous proposal,1.0,0.0,0.0
he would have to cut government by at least billion order to balance the budget under this ridiculous proposal,1.0,0.0,0.0
he would actually have billion cut government spending by at least to in order to balance the budget under this ridiculous proposal,1.0,0.0,0.0
he would actually have to cut government spending by at least governing billion in order to expenditure balance the budget under this ridiculous proposal,1.0,0.0,0.0
he would actually pathetic have to cut government spending by at least billion in order to balance the budget under this ridiculous proposal,1.0,0.0,0.0
he would actually have to cut government spending by at least billion proposal order to balance the budget under this in ridiculous,1.0,0.0,0.0
i represent know what a hate crime statute pending at the national level is all about in the aftermath of interior james byrds death,1.0,0.0,0.0
i know what a hate crime pending at the national level is all about in the aftermath of james byrds death,1.0,0.0,0.0
i know what a hate crime statute pending at the national level is all demise about in the aftermath william byrd of james byrds death,1.0,0.0,0.0
know a what i hate crime statute pending at the national level is all about in the aftermath of james byrds death,1.0,0.0,0.0
i know what a hate aftermath statute level at the national pending is all about in the crime of james byrds death,1.0,0.0,0.0
i know what a hate crime statute pending at the national layer is all about in the backwash of james byrds death,1.0,0.0,0.0
i know what a hate criminal offense codified pending at the national level is all about in the aftermath of james byrds death,1.0,0.0,0.0
i know what a hatred crime statute pending at the national level is all about in the wake of james byrds death,1.0,0.0,0.0
st james i william byrd know what a hate crime statute pending at the national level is all about in the aftermath of james byrds death,1.0,0.0,0.0
i know what a hate crime statute pending at the national level is about in the aftermath of james byrds death,1.0,0.0,0.0
but they are important and dangerous now because they are climb up a major effort within their own country,1.0,0.0,0.0
but they are important and dangerous now because they are mounting a major drive within their own country,1.0,0.0,0.0
but they are important and dangerous now because they major mounting a are effort within their own country,1.0,0.0,0.0
but they important and dangerous now because are mounting a major effort within their own country,1.0,0.0,0.0
but they are important and serious now because they are mounting a major effort within their own country,1.0,0.0,0.0
but mount they are important and dangerous now because they are mounting a major effort within their own country,1.0,0.0,0.0
but they are and important dangerous now because they are mounting a major effort within their own country,1.0,0.0,0.0
but they are important and dangerous now because are mounting a major effort within their own country,1.0,0.0,0.0
but they are important and dangerous now because they are mounting a major effort within their own,1.0,0.0,0.0
but they are important and dangerous now because they are mounting a major effort within campaign their own country,1.0,0.0,0.0
our tax structure is a pauperism disgrace it needs to be reformed,1.0,0.0,0.0
our tax structure is a attaint it needs to be reformed,1.0,0.0,0.0
our tax structure is a it needs to be reformed,1.0,0.0,0.0
our tax structure pauperism is a disgrace it needs to be reformed,1.0,0.0,0.0
our to structure is a disgrace it needs tax be reformed,1.0,0.0,0.0
our tax structure is a degrade it needs to be reformed,1.0,0.0,0.0
our tax structure is a disgrace it needs to be reformed,1.0,0.0,0.0
structure tax our is a disgrace it needs to be reformed,1.0,0.0,0.0
our tax structure is a disgrace antiophthalmic factor it needs to be reformed,1.0,0.0,0.0
our tax structure is a discredit it needs to be reformed,1.0,0.0,0.0
he said he mean husayn hussein was a grave threat and now he said it was a mistake to remove husayn hussein from power,1.0,0.0,0.0
