,dialogue_indexes,dialogue_sentences,dialogue,dialogue_id,dialogue_paths,snippet_indexes,snippet_sentences,snippet,snippet_paths,fallacy
10,[92],['Yes.'],Yes.,10_1984,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/92.wav')],[383],['I have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life.'],I have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/383.wav')],5
11,"[486, 487, 488]","['Under the 1981 tax bill, people making $200,000 a year got $60,000 in tax relief over 3 years, while people making $30,000 a year, all taxes considered, got no relief at all or their taxes actually went up.', ""That's why my proposal protects everybody from $25,000 a year or less against any tax increases, and treats those $70,000 and under in a way that is more beneficial than the way the President proposes with a sales tax or a flat tax."", 'What does this mean in real life?']","Under the 1981 tax bill, people making $200,000 a year got $60,000 in tax relief over 3 years, while people making $30,000 a year, all taxes considered, got no relief at all or their taxes actually went up. That's why my proposal protects everybody from $25,000 a year or less against any tax increases, and treats those $70,000 and under in a way that is more beneficial than the way the President proposes with a sales tax or a flat tax. What does this mean in real life?",10_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/486.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/487.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/488.wav')]","[489, 490, 491, 492, 493]","['Well, the other day, Vice President Bush disclosed his tax returns to the American people.', ""He's one of the wealthiest Americans, and he's our Vice President."", 'In 1981 I think he paid about 40 percent in taxes.', 'In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes.', 'That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work.']","Well, the other day, Vice President Bush disclosed his tax returns to the American people. He's one of the wealthiest Americans, and he's our Vice President. In 1981 I think he paid about 40 percent in taxes. In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes. That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/489.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/490.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/491.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/492.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/493.wav')]",2
12,"[620, 621, 622]","[""How you can cut school lunches, how you can cut student assistance, how you can cut housing, how you can cut disability benefits, how you can do all of these things and then the people receiving them -- for example, the disabled, who have no alternative -- how they're going to do better, I don't know."", ""Now, we need a tight budget, but there's no question that this administration has singled out things that affect the most vulnerable in American life, and they're hurting."", 'One final point if I might.']","How you can cut school lunches, how you can cut student assistance, how you can cut housing, how you can cut disability benefits, how you can do all of these things and then the people receiving them -- for example, the disabled, who have no alternative -- how they're going to do better, I don't know. Now, we need a tight budget, but there's no question that this administration has singled out things that affect the most vulnerable in American life, and they're hurting. One final point if I might.",10_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/620.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/621.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/622.wav')]",[623],"[""There's another part of the lopsided economy that we're in today, and that is that these heavy deficits have killed exports and are swamping the Nation with cheap imports.""]","There's another part of the lopsided economy that we're in today, and that is that these heavy deficits have killed exports and are swamping the Nation with cheap imports.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/623.wav')],0
13,"[658, 659, 660]","['Every chairman of the Finance and Ways and Means Committee, Republican leaders in the Senate and the House are telling you that.', 'That deficit is ruining the long-term hopes for this economy.', ""It's causing high interest rates.""]","Every chairman of the Finance and Ways and Means Committee, Republican leaders in the Senate and the House are telling you that. That deficit is ruining the long-term hopes for this economy. It's causing high interest rates.",10_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/658.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/659.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/660.wav')]",[661],"[""It's ruining us in trade.""]",It's ruining us in trade.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/661.wav')],0
14,"[651, 652, 653]","[""Mr. President, if I heard you correctly, you said that these deficits don't have anything to do with interest rates."", 'I will grant you that interest rates were too high in 1980, and we can have another debate as to why -- energy prices and so on.', ""There's no way of glossing around that.""]","Mr. President, if I heard you correctly, you said that these deficits don't have anything to do with interest rates. I will grant you that interest rates were too high in 1980, and we can have another debate as to why -- energy prices and so on. There's no way of glossing around that.",10_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/651.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/652.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/653.wav')]","[656, 658, 659]","['Everybody -- every economist, every businessman -- believes that.', 'Every chairman of the Finance and Ways and Means Committee, Republican leaders in the Senate and the House are telling you that.', 'That deficit is ruining the long-term hopes for this economy.']","Everybody -- every economist, every businessman -- believes that. Every chairman of the Finance and Ways and Means Committee, Republican leaders in the Senate and the House are telling you that. That deficit is ruining the long-term hopes for this economy.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/656.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/658.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/659.wav')]",1
15,"[683, 684, 685]","['Without any doubt, I have stood up and told the American people that that $263 billion deficit must come down.', ""And I've done what no candidate for President has ever done, I told you before the election what I'd do."", 'Mr. Reagan, as you saw tonight -- President Reagan takes the position it will disappear by magic.']","Without any doubt, I have stood up and told the American people that that $263 billion deficit must come down. And I've done what no candidate for President has ever done, I told you before the election what I'd do. Mr. Reagan, as you saw tonight -- President Reagan takes the position it will disappear by magic.",10_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/683.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/684.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/685.wav')]",[686],['It was once called voodoo economics.'],It was once called voodoo economics.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/686.wav')],0
16,"[699, 701, 702]","['The American people would be in charge.', 'Well, now, I have to start with a smile, since his kind words to me.', ""I'll tell you what I think has been the most outrageous thing in political dialog, both in this campaign and the one in '82.""]","The American people would be in charge. Well, now, I have to start with a smile, since his kind words to me. I'll tell you what I think has been the most outrageous thing in political dialog, both in this campaign and the one in '82.",10_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/699.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/701.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/702.wav')]",[703],['And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them.'],And that is the continued discussion and claim that somehow I am the villain who is going to pull the Social Security checks out from those people who are dependent on them.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/703.wav')],0
17,"[811, 812, 813]","[""Well, if you're wealthy, you're better off."", ""If you're middle income, you're about where you were."", ""And if you're modest income, you're worse off.""]","Well, if you're wealthy, you're better off. If you're middle income, you're about where you were. And if you're modest income, you're worse off.",10_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/811.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/812.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/813.wav')]",[814],"[""That's what the economists tell us.""]",That's what the economists tell us.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/814.wav')],1
18,"[839, 840, 841]","['I have been for those efforts all my life.', ""The President's record is quite different."", 'The question is our future.']",I have been for those efforts all my life. The President's record is quite different. The question is our future.,10_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/839.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/840.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/841.wav')]",[842],"['President Kennedy once said in response to similar arguments, ""We are great, but we can be greater.\'\'']","President Kennedy once said in response to similar arguments, ""We are great, but we can be greater.''",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/842.wav')],5
19,"[827, 828, 829]","[""I don't think this nation is composed of people who care only for themselves."", 'And when we sought to assault Social Security and Medicare, as the record shows we did, I think that was mean-spirited.', ""When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability -- confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I don't think that's what America is all about.""]","I don't think this nation is composed of people who care only for themselves. And when we sought to assault Social Security and Medicare, as the record shows we did, I think that was mean-spirited. When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability -- confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I don't think that's what America is all about.",10_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/827.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/828.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/829.wav')]",[830],"['America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him.']","America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/10_1984/830.wav')],2
20,"[82, 85, 86]","[""This has hurt this country, and a President's supposed to command."", ""I have so many things there to respond to, I'm going to pick out something you said earlier."", ""You've been all over the country repeating something that, I will admit, the press has also been repeating -- that I believed that nuclear missiles could be fired and then called back.""]","This has hurt this country, and a President's supposed to command. I have so many things there to respond to, I'm going to pick out something you said earlier. You've been all over the country repeating something that, I will admit, the press has also been repeating -- that I believed that nuclear missiles could be fired and then called back.",12_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/82.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/85.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/86.wav')]","[87, 88]","['I never, ever conceived of such a thing.', 'I never said any such thing.']","I never, ever conceived of such a thing. I never said any such thing.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/87.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/88.wav')]",0
21,"[29, 30, 31]","['I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents.', ""A President must not only assure that we're tough, but we must also be wise and smart in the exercise of that power."", ""We saw the same thing in Lebanon, where we spent a good deal of America's assets.""]","I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest -- all of this has strengthened our opponents. A President must not only assure that we're tough, but we must also be wise and smart in the exercise of that power. We saw the same thing in Lebanon, where we spent a good deal of America's assets.",12_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/29.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/30.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/31.wav')]",[32],"['But because the leadership of this government did not pursue wise policies, we have been humiliated, and our opponents are stronger.']","But because the leadership of this government did not pursue wise policies, we have been humiliated, and our opponents are stronger.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/32.wav')],3
22,[101],['I retract nothing that I have said.'],I retract nothing that I have said.,12_1984,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/101.wav')],[102],['I believe that many of the things they have done are evil in any concept of morality that we have.'],I believe that many of the things they have done are evil in any concept of morality that we have.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/102.wav')],0
23,"[113, 114, 115]","['We canceled the B - 1 under the previous administration.', 'What did we get for it?', 'Nothing.']",We canceled the B - 1 under the previous administration. What did we get for it? Nothing.,12_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/113.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/114.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/115.wav')]",[116],"['The Soviet Union has been engaged in the biggest military buildup in the history of man at the same time that we tried the policy of unilateral disarmament, of weakness, if you will.']","The Soviet Union has been engaged in the biggest military buildup in the history of man at the same time that we tried the policy of unilateral disarmament, of weakness, if you will.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/116.wav')],0
24,"[137, 144, 145]","[""I don't want to send troops any place."", ""Because the only type of agreements to reach with the Soviet Union are the types that are specifically defined, so we know exactly what they must do; subject to full verification, which means we know every day whether they're living up to it; and followups, wherever we find suggestions that they're violating it; and the strongest possible terms."", 'I have no illusions about the Soviet Union leadership or the nature of that state.']","I don't want to send troops any place. Because the only type of agreements to reach with the Soviet Union are the types that are specifically defined, so we know exactly what they must do; subject to full verification, which means we know every day whether they're living up to it; and followups, wherever we find suggestions that they're violating it; and the strongest possible terms. I have no illusions about the Soviet Union leadership or the nature of that state.",12_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/137.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/144.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/145.wav')]",[146],"['They are a tough and a ruthless adversary, and we must be prepared to meet that challenge, and I would.']","They are a tough and a ruthless adversary, and we must be prepared to meet that challenge, and I would.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/146.wav')],0
25,"[174, 175, 176]","[""But with regard to whether Mr. Mondale would be strong, as he said he would be, I know that he has a commercial out where he's appearing on the deck of the Nimitz and watching the F - 14's take off."", ""And that's an image of strength -- except that if he had had his way when the Nimitz was being planned, he would have been deep in the water out there because there wouldn't have been any Nimitz to stand on -- he was against it."", '[Laughter] He was against the F - 14 fighter, he was against the M - 1 tank, he was against the B - 1 bomber, he wanted to cut the salary of all of the military, he wanted to bring home half of the American forces in Europe.']","But with regard to whether Mr. Mondale would be strong, as he said he would be, I know that he has a commercial out where he's appearing on the deck of the Nimitz and watching the F - 14's take off. And that's an image of strength -- except that if he had had his way when the Nimitz was being planned, he would have been deep in the water out there because there wouldn't have been any Nimitz to stand on -- he was against it. [Laughter] He was against the F - 14 fighter, he was against the M - 1 tank, he was against the B - 1 bomber, he wanted to cut the salary of all of the military, he wanted to bring home half of the American forces in Europe.",12_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/174.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/175.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/176.wav')]",[177],['And he has a record of weakness with regard to our national defense that is second to none.'],And he has a record of weakness with regard to our national defense that is second to none.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/177.wav')],0
26,"[182, 184, 185]","['Mr. President, I accept your commitment to peace, but I want you to accept my commitment to a strong national defense.', ""I'll tell you where we disagree."", ""It is true over 10 years ago I voted to delay production of the F - 14, and I'll tell you why.""]","Mr. President, I accept your commitment to peace, but I want you to accept my commitment to a strong national defense. I'll tell you where we disagree. It is true over 10 years ago I voted to delay production of the F - 14, and I'll tell you why.",12_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/182.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/184.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/185.wav')]",[186],"[""The plane wasn't flying the way it was supposed to be; it was a waste of money.""]",The plane wasn't flying the way it was supposed to be; it was a waste of money.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/186.wav')],0
27,"[204, 205, 206]","[""We have to decline, for the first time in modern history, jurisdiction in the World Court because they'll find us guilty of illegal actions."", 'And our enemies are strengthened from all of this.', 'We need to be strong, we need to be prepared to use that strength, but we must understand that we are a democracy.']","We have to decline, for the first time in modern history, jurisdiction in the World Court because they'll find us guilty of illegal actions. And our enemies are strengthened from all of this. We need to be strong, we need to be prepared to use that strength, but we must understand that we are a democracy.",12_1984,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/204.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/205.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/206.wav')]","[207, 208]","['We are a government by the people, and when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us.', 'It is only in that way that we can persevere.']","We are a government by the people, and when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us. It is only in that way that we can persevere.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/207.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/12_1984/208.wav')]",0
